episode_id,timestep,episode_len,train_episode_return,num_achievements_unlocked,termination_reason
868,149805,184,1.3,3,died
869,149983,178,1.0,3,died
870,150165,182,1.2,2,died
871,150356,191,0.8,2,died
872,150424,68,0.9,2,died
873,150614,190,1.1,4,died
874,150777,163,1.1,3,died
875,150952,175,1.1,2,died
876,151142,190,1.4,2,died
877,151293,151,0.9,2,died
878,151507,214,1.0,2,died
879,151722,215,1.25,5,died
880,151920,198,1.4,3,died
881,152255,335,1.2,3,died
882,152440,185,0.9,2,died
883,152617,177,0.4,0,died
884,152844,227,1.5,2,died
885,153001,157,1.3,2,died
886,153154,153,1.0,2,died
887,153320,166,1.3,3,died
888,153492,172,1.1,3,died
889,153636,144,1.0,3,died
890,153801,165,0.9,2,died
891,153956,155,1.4,4,died
892,154126,170,1.3,3,died
893,154334,208,1.7,3,died
894,154560,226,1.55,3,died
895,154763,203,1.1,2,died
896,154922,159,0.9,3,died
897,155123,201,0.8,2,died
898,155295,172,1.2,2,died
899,155459,164,0.8,2,died
900,155841,382,2.15,5,died
901,156023,182,1.4,2,died
902,156187,164,0.9,2,died
903,156397,210,1.7,5,died
904,156613,216,1.3,2,died
905,156787,174,1.35,2,died
906,157025,238,1.0,2,died
907,157231,206,1.1,2,died
908,157441,210,1.4,3,died
909,157603,162,1.25,3,died
910,157777,174,1.6,3,died
911,157969,192,1.6,3,died
912,158171,202,1.3,2,died
913,158331,160,1.3,3,died
914,158495,164,1.55,4,died
915,158687,192,0.9,2,died
916,158851,164,1.2,3,died
917,159049,198,1.0,3,died
918,159245,196,1.0,3,died
919,159396,151,1.0,4,died
920,159576,180,0.8,3,died
