episode_id,timestep,episode_len,train_episode_return,num_achievements_unlocked,termination_reason
361,61578,195,0.83,2,died
362,61719,141,0.55,2,died
363,61812,93,0.54,4,died
364,62032,220,1.06,4,died
365,62183,151,0.48,2,died
366,62351,168,0.75,3,died
367,62507,156,0.43,2,died
368,62642,135,0.85,4,died
369,62687,45,0.06,0,died
370,62840,153,0.47,1,died
371,63081,241,0.88,4,died
372,63251,170,0.79,3,died
373,63441,190,0.63,3,died
374,63659,218,0.79,3,died
375,63792,133,0.33,1,died
376,64002,210,0.93,5,died
377,64145,143,0.7,3,died
378,64294,149,0.64,4,died
379,64510,216,0.98,4,died
380,64643,133,0.41,1,died
381,64834,191,0.69,4,died
382,65021,187,0.7,3,died
383,65180,159,0.63,4,died
384,65373,193,0.55,2,died
385,65460,87,0.35,2,died
386,65556,96,0.35,1,died
387,65945,389,1.14,3,died
388,66136,191,0.55,3,died
389,66316,180,0.81,4,died
390,66499,183,0.57,2,died
391,66693,194,1.02,4,died
392,66844,151,0.85,3,died
393,66998,154,0.57,3,died
394,67161,163,0.65,2,died
395,67280,119,0.52,4,died
396,67429,149,0.73,3,died
397,67622,193,1.17,4,died
398,67762,140,0.61,4,died
399,67986,224,1.4,5,died
400,68137,151,0.67,4,died
401,68328,191,0.43,1,died
402,68568,240,1.38,5,died
403,68720,152,0.93,4,died
404,68906,186,0.86,4,died
405,69063,157,0.53,2,died
406,69255,192,0.63,1,died
407,69590,335,1.53,6,died
408,69812,222,1.38,5,died
409,70080,268,0.93,3,died
410,70296,216,0.83,3,died
411,70455,159,0.68,4,died
412,70596,141,0.68,3,died
413,70824,228,1.15,4,died
414,70990,166,0.77,3,died
415,71165,175,0.89,4,died
416,71309,144,0.65,2,died
417,71509,200,1.15,5,died
418,71678,169,0.75,3,died
419,71881,203,1.55,5,died
420,72050,169,0.85,4,died
421,72214,164,0.8,4,died
422,72316,102,0.48,2,died
423,72567,251,1.12,4,died
424,72782,215,0.87,3,died
425,72823,41,0.14,0,died
426,72986,163,0.68,3,died
427,73155,169,0.94,3,died
428,73545,390,1.41,4,died
429,73716,171,0.5,1,died
430,73928,212,1.16,4,died
431,74098,170,0.73,3,died
432,74264,166,0.47,1,died
433,74467,203,1.13,4,died
434,74785,318,1.3,4,died
435,74933,148,0.7,3,died
436,75094,161,0.85,4,died
437,75304,210,0.77,3,died
438,75479,175,0.87,4,died
439,75604,125,0.54,3,died
440,75684,80,0.45,2,died
441,75845,161,0.81,4,died
442,76010,165,0.67,3,died
443,76154,144,0.78,4,died
444,76354,200,0.83,3,died
445,76650,296,1.21,4,died
446,76814,164,0.65,3,died
447,76962,148,0.85,3,died
448,77115,153,0.77,2,died
449,77317,202,0.96,5,died
450,77469,152,0.64,4,died
451,77608,139,0.5,3,died
452,77741,133,0.75,4,died
453,77895,154,1.19,4,died
454,78107,212,1.17,5,died
455,78229,122,0.66,4,died
456,78373,144,0.68,2,died
457,78534,161,0.98,4,died
458,78784,250,0.86,3,died
459,78958,174,0.88,4,died
460,79177,219,0.91,3,died
461,79390,213,0.8,3,died
462,79636,246,1.01,4,died
463,79803,167,0.91,4,died
464,80174,371,1.52,4,died
465,80481,307,1.21,5,died
466,80649,168,0.82,3,died
467,80804,155,0.68,2,died
468,80959,155,0.71,3,died
469,81140,181,0.6,2,died
470,81281,141,0.56,2,died
471,81434,153,0.74,3,died
472,81649,215,1.03,4,died
473,81862,213,1.0,3,died
474,82093,231,0.9,2,died
475,82315,222,1.2,4,died
476,82498,183,0.82,3,died
477,82686,188,0.69,3,died
478,82868,182,0.82,4,died
479,83051,183,0.62,3,died
480,83287,236,0.81,3,died
481,83441,154,0.65,3,died
482,83648,207,0.96,3,died
483,83814,166,0.85,3,died
484,83985,171,1.1,4,died
485,84160,175,0.98,4,died
486,84359,199,0.92,3,died
487,84506,147,0.72,3,died
488,84651,145,0.84,3,died
489,84832,181,0.91,4,died
490,84990,158,0.78,3,died
491,85134,144,0.89,3,died
492,85307,173,0.89,4,died
493,85531,224,1.43,4,died
494,85675,144,0.88,3,died
495,85864,189,0.8,3,died
496,86050,186,1.16,5,died
497,86255,205,1.39,5,died
498,86445,190,0.89,3,died
499,86647,202,0.96,3,died
500,86908,261,0.88,4,died
501,86983,75,0.28,2,died
502,87263,280,1.26,3,died
503,87424,161,0.68,4,died
504,87577,153,0.64,2,died
505,87753,176,0.99,3,died
506,87947,194,0.83,4,died
507,88135,188,1.2,3,died
508,88298,163,0.61,2,died
509,88502,204,1.01,2,died
510,88563,61,0.08,2,died
511,88761,198,0.93,2,died
512,88957,196,1.07,4,died
513,89141,184,0.83,3,died
514,89280,139,0.75,2,died
515,89426,146,1.02,4,died
516,89460,34,0.18,1,died
517,89510,50,0.08,0,died
518,89781,271,1.19,3,died
519,89942,161,0.54,2,died
520,90096,154,1.16,6,died
521,90281,185,1.35,4,died
522,90456,175,0.98,3,died
523,90645,189,1.02,5,died
524,90680,35,0.2,1,died
525,90893,213,1.04,3,died
526,91077,184,1.03,4,died
527,91257,180,0.99,4,died
528,91399,142,0.95,3,died
529,91550,151,0.76,4,died
530,91754,204,1.47,5,died
531,91901,147,0.75,4,died
532,92110,209,1.36,4,died
533,92265,155,0.72,2,died
534,92438,173,0.8,4,died
535,92622,184,0.69,2,died
536,92676,54,0.12,0,died
537,92868,192,0.37,2,died
538,93049,181,1.12,6,died
539,93130,81,0.52,1,died
540,93292,162,0.89,4,died
541,93467,175,0.53,2,died
542,93647,180,0.9,3,died
543,93809,162,0.89,3,died
544,94184,375,1.31,2,died
545,94375,191,1.27,4,died
546,94554,179,1.0,3,died
547,94738,184,0.99,5,died
548,94881,143,0.63,2,died
549,95025,144,0.88,4,died
550,95192,167,0.85,3,died
551,95253,61,0.14,1,died
552,95436,183,1.1,4,died
553,95577,141,0.93,4,died
554,96006,429,1.21,4,died
555,96258,252,1.0,3,died
556,96411,153,0.82,2,died
557,96620,209,0.98,3,died
558,96812,192,0.8,3,died
559,96983,171,0.55,1,died
560,97174,191,0.77,4,died
561,97339,165,0.88,4,died
562,97531,192,1.12,4,died
563,97711,180,0.78,2,died
564,97891,180,0.85,3,died
565,97963,72,0.49,3,died
566,98155,192,1.05,4,died
567,98310,155,0.86,3,died
568,98509,199,1.2,3,died
569,98653,144,0.78,3,died
570,98849,196,1.1,4,died
571,99034,185,1.15,4,died
572,99233,199,1.03,4,died
573,99419,186,0.93,5,died
574,99661,242,1.17,6,died
575,99852,191,0.81,3,died
576,99892,40,0.2,1,died
577,100065,173,1.05,4,died
578,100286,221,1.28,4,died
579,100453,167,0.97,3,died
580,100621,168,1.22,6,died
581,100772,151,1.05,3,died
582,100970,198,1.03,3,died
583,101147,177,0.94,4,died
584,101361,214,1.19,4,died
585,101518,157,0.92,3,died
586,101750,232,0.84,3,died
587,101934,184,0.78,3,died
588,102165,231,1.03,3,died
589,102341,176,0.78,2,died
590,102533,192,1.04,3,died
591,102705,172,0.65,2,died
592,102863,158,0.87,3,died
593,103020,157,0.78,2,died
594,103165,145,0.63,3,died
595,103387,222,1.1,3,died
596,103609,222,0.96,3,died
597,103767,158,0.83,2,died
598,103987,220,1.07,4,died
599,104345,358,1.25,4,died
600,104539,194,1.11,3,died
601,104955,416,1.93,5,died
602,105116,161,0.87,3,died
603,105259,143,1.27,4,died
604,105390,131,0.5,1,died
605,105546,156,0.98,4,died
606,105755,209,1.2,4,died
607,106000,245,1.29,4,died
608,106181,181,1.19,6,died
609,106336,155,0.98,4,died
610,106508,172,1.0,2,died
611,106855,347,1.27,3,died
612,106918,63,0.2,1,died
613,107160,242,0.83,2,died
614,107336,176,0.71,2,died
615,107531,195,0.95,4,died
616,107685,154,1.06,4,died
617,107795,110,0.37,2,died
618,107940,145,0.75,2,died
619,108144,204,1.3,4,died
620,108406,262,0.98,2,died
621,108505,99,0.4,1,died
622,108662,157,0.61,1,died
623,108813,151,0.6,2,died
624,109032,219,1.51,5,died
625,109308,276,1.34,3,died
626,109501,193,0.85,2,died
627,109664,163,0.61,1,died
628,109935,271,1.11,3,died
629,110101,166,0.97,3,died
630,110286,185,1.05,5,died
631,110504,218,1.37,5,died
632,110722,218,1.29,3,died
633,110875,153,0.56,1,died
634,111036,161,0.89,4,died
635,111195,159,0.63,2,died
636,111369,174,1.32,5,died
637,111436,67,0.27,1,died
638,111553,117,0.42,2,died
639,111806,253,1.07,4,died
640,112011,205,1.07,4,died
641,112222,211,1.13,3,died
642,112436,214,0.87,3,died
643,112643,207,1.13,3,died
644,112809,166,0.98,4,died
645,113021,212,1.02,3,died
646,113171,150,0.65,2,died
647,113326,155,0.71,3,died
648,113505,179,1.08,4,died
649,113561,56,0.12,1,died
650,113700,139,0.56,2,died
651,113898,198,0.79,2,died
652,114073,175,0.89,3,died
653,114227,154,0.93,4,died
654,114421,194,0.94,3,died
655,114584,163,0.95,3,died
656,114766,182,1.06,4,died
657,114916,150,1.02,4,died
658,115073,157,0.83,4,died
659,115217,144,0.68,3,died
660,115438,221,1.0,3,died
661,115517,79,0.15,0,died
662,115688,171,0.75,2,died
663,115917,229,1.15,5,died
664,116122,205,0.88,4,died
665,116287,165,0.81,3,died
666,116448,161,0.85,3,died
667,116608,160,1.0,4,died
668,116757,149,0.51,2,died
669,116796,39,0.3,1,died
670,116965,169,0.68,2,died
671,117160,195,0.84,3,died
672,117302,142,0.79,4,died
673,117450,148,0.72,2,died
674,117601,151,0.63,2,died
675,117808,207,0.95,3,died
676,117988,180,0.9,4,died
677,118239,251,1.12,4,died
678,118410,171,1.09,4,died
679,118630,220,0.85,3,died
680,118851,221,1.09,3,died
681,119092,241,0.9,3,died
682,119207,115,0.32,2,died
683,119390,183,0.62,3,died
684,119569,179,0.73,3,died
685,119744,175,0.5,1,died
686,119788,44,0.08,0,died
687,119980,192,0.88,5,died
688,120209,229,0.86,2,died
689,120415,206,1.12,5,died
690,120556,141,0.55,2,died
691,120775,219,1.37,6,died
692,120917,142,0.69,3,died
693,121041,124,0.59,4,died
694,121214,173,1.13,5,died
695,121347,133,0.62,3,died
696,121530,183,0.8,3,died
697,121711,181,0.63,2,died
698,121890,179,0.79,3,died
699,122120,230,0.88,3,died
700,122336,216,1.0,3,died
701,122563,227,0.92,3,died
702,122709,146,0.88,3,died
703,122853,144,0.73,3,died
704,123298,445,1.6,4,died
705,123521,223,1.28,4,died
706,123701,180,0.92,4,died
707,123905,204,1.27,4,died
708,124069,164,0.63,2,died
709,124177,108,0.71,3,died
710,124393,216,1.05,3,died
711,124599,206,1.01,3,died
712,124778,179,0.82,3,died
713,124943,165,1.08,3,died
714,125093,150,0.55,2,died
715,125301,208,1.36,6,died
716,125483,182,0.74,3,died
717,125661,178,0.94,3,died
718,125864,203,1.12,4,died
719,126098,234,1.48,4,died
720,126229,131,0.67,4,died
721,126421,192,0.67,2,died
722,126554,133,0.72,3,died
723,126712,158,0.85,4,died
724,126870,158,0.69,3,died
725,127001,131,0.74,2,died
726,127181,180,1.26,6,died
727,127477,296,1.22,4,died
728,127861,384,1.67,5,died
729,128014,153,0.74,2,died
730,128279,265,0.98,3,died
731,128319,40,0.08,0,died
732,128477,158,0.91,3,died
733,128616,139,0.78,2,died
734,128785,169,1.07,4,died
735,128921,136,0.57,2,died
736,129164,243,1.34,6,died
737,129316,152,0.61,3,died
738,129497,181,1.04,5,died
739,129556,59,0.12,1,died
740,129751,195,1.49,4,died
741,129887,136,0.78,3,died
742,130077,190,0.91,4,died
743,130258,181,0.8,3,died
744,130433,175,0.59,2,died
745,130637,204,0.81,3,died
746,130945,308,0.97,3,died
747,131100,155,0.6,2,died
748,131283,183,0.75,4,died
749,131494,211,1.19,5,died
750,131549,55,0.15,2,died
751,131809,260,1.51,4,died
752,132096,287,1.23,3,died
753,132240,144,0.72,3,died
754,132401,161,0.78,3,died
755,132665,264,1.37,4,died
756,132831,166,0.67,2,died
757,133094,263,1.09,4,died
758,133251,157,1.1,3,died
759,133383,132,0.6,3,died
760,133547,164,0.81,3,died
761,133711,164,0.83,3,died
762,133869,158,0.67,2,died
763,134035,166,1.04,3,died
764,134259,224,1.32,5,died
765,134426,167,1.02,5,died
766,134712,286,1.27,4,died
767,134875,163,0.58,3,died
768,135107,232,1.27,4,died
769,135327,220,1.15,4,died
770,135507,180,0.85,3,died
771,135698,191,0.99,3,died
772,135877,179,0.78,3,died
773,136041,164,0.61,3,died
774,136218,177,0.69,3,died
775,136364,146,0.75,3,died
776,136493,129,0.51,2,died
777,136666,173,0.69,3,died
778,136873,207,1.27,4,died
779,137060,187,1.05,5,died
780,137222,162,0.73,2,died
781,137403,181,0.19,1,died
782,137565,162,0.62,2,died
783,137732,167,0.87,3,died
784,137895,163,0.92,4,died
785,138104,209,0.91,3,died
786,138452,348,1.45,5,died
787,138658,206,0.91,3,died
788,138880,222,0.95,3,died
789,139118,238,0.97,4,died
790,139274,156,0.96,3,died
791,139461,187,0.65,2,died
792,139672,211,1.48,6,died
793,139832,160,0.7,3,died
794,140014,182,1.04,4,died
795,140219,205,1.38,5,died
796,140423,204,1.0,3,died
797,140590,167,0.78,4,died
798,140741,151,0.86,3,died
799,141013,272,1.22,4,died
800,141200,187,0.88,3,died
801,141349,149,0.8,2,died
802,141523,174,1.07,4,died
803,141661,138,1.0,4,died
804,141698,37,0.08,0,died
805,141752,54,0.35,2,died
806,141789,37,0.08,0,died
807,141939,150,0.7,2,died
808,142164,225,1.69,6,died
809,142353,189,0.67,3,died
810,142566,213,0.58,1,died
811,142709,143,0.85,3,died
812,142908,199,1.13,5,died
813,143071,163,1.35,6,died
814,143256,185,0.81,4,died
815,143425,169,1.09,4,died
816,143579,154,1.02,4,died
817,143788,209,1.19,4,died
818,143966,178,1.09,4,died
819,144147,181,0.6,2,died
820,144323,176,0.78,3,died
821,144480,157,0.96,5,died
822,144657,177,1.19,6,died
823,144829,172,0.95,2,died
824,145007,178,0.96,3,died
825,145208,201,1.1,4,died
826,145376,168,1.15,4,died
827,145551,175,0.98,4,died
828,145681,130,0.63,3,died
829,145727,46,0.15,1,died
830,145952,225,1.14,4,died
831,146108,156,0.6,1,died
832,146251,143,0.76,3,died
833,146416,165,1.05,4,died
834,146573,157,0.74,2,died
835,146727,154,0.57,2,died
836,146863,136,0.67,4,died
837,147062,199,1.26,4,died
838,147210,148,0.85,5,died
839,147249,39,0.08,0,died
840,147495,246,1.3,3,died
841,147659,164,0.56,2,died
842,147839,180,0.77,1,died
843,147999,160,0.89,5,died
844,148173,174,0.97,4,died
845,148254,81,0.2,0,died
846,148523,269,1.02,3,died
847,148700,177,0.67,2,died
848,148876,176,0.82,3,died
849,149078,202,1.53,7,died
850,149266,188,0.78,3,died
851,149419,153,0.85,3,died
852,149618,199,1.1,4,died
853,149773,155,0.46,1,died
854,149909,136,0.75,3,died
855,150094,185,0.65,3,died
856,150284,190,0.62,4,died
857,150568,284,0.84,4,died
858,150760,192,0.6,1,died
859,150970,210,1.33,5,died
860,151070,100,0.5,2,died
861,151229,159,1.16,4,died
862,151397,168,0.67,3,died
863,151570,173,1.14,5,died
864,151718,148,0.68,2,died
865,151936,218,1.33,5,died
866,152212,276,1.45,5,died
867,152383,171,1.02,4,died
868,152607,224,0.73,3,died
869,152763,156,0.64,3,died
870,152910,147,0.83,4,died
871,153099,189,0.91,4,died
872,153274,175,0.92,4,died
873,153439,165,0.9,3,died
874,153671,232,1.05,3,died
875,153829,158,0.79,4,died
876,154059,230,1.17,5,died
877,154218,159,1.14,5,died
878,154432,214,0.94,4,died
879,154607,175,0.92,5,died
880,154836,229,1.13,4,died
881,155002,166,0.85,4,died
882,155184,182,0.97,5,died
883,155367,183,0.55,1,died
884,155604,237,1.02,4,died
885,155786,182,1.02,3,died
886,155960,174,0.95,5,died
887,156099,139,0.73,3,died
888,156256,157,0.66,3,died
889,156436,180,1.14,5,died
890,156531,95,0.46,2,died
891,156780,249,0.84,2,died
892,156999,219,1.34,7,died
893,157154,155,0.78,2,died
894,157317,163,1.0,4,died
895,157499,182,0.65,1,died
896,157758,259,0.98,3,died
897,157913,155,0.97,4,died
898,158075,162,0.84,3,died
899,158282,207,0.92,3,died
900,158422,140,0.62,3,died
901,158581,159,0.65,2,died
902,158664,83,0.3,3,died
903,158825,161,0.74,3,died
904,158885,60,0.25,2,died
905,159070,185,0.82,4,died
906,159225,155,0.88,3,died
907,159365,140,0.99,4,died
908,159503,138,0.85,4,died
909,159692,189,1.12,5,died
910,160103,411,1.59,6,died
911,160317,214,1.08,4,died
912,160393,76,0.33,2,died
913,160527,134,0.88,4,died
914,160687,160,0.6,2,died
915,160826,139,0.6,2,died
916,160985,159,0.62,4,died
917,161196,211,1.05,3,died
918,161340,144,0.8,4,died
919,161534,194,0.6,2,died
920,161674,140,0.87,4,died
921,161874,200,1.04,3,died
922,162046,172,1.0,5,died
923,162273,227,0.84,3,died
924,162461,188,0.85,3,died
925,162622,161,1.05,5,died
926,162794,172,0.8,3,died
927,162993,199,0.96,4,died
