episode_id,timestep,episode_len,train_episode_return,num_achievements_unlocked,termination_reason
803,139418,191,3.1,4,died
804,139524,106,1.1,2,died
805,139684,160,0.1,1,died
806,139902,218,3.1,4,died
807,140046,144,4.1,5,died
808,140158,112,0.1,1,died
809,140339,181,4.1,5,died
810,140517,178,2.1,3,died
811,140704,187,1.1,2,died
812,140970,266,5.1,6,died
813,141159,189,6.1,7,died
814,141411,252,8.1,9,died
815,141588,177,1.1,2,died
816,141810,222,4.1,5,died
817,142035,225,3.1,4,died
818,142171,136,3.1,4,died
819,142347,176,4.1,5,died
820,142511,164,4.1,6,died
821,142699,188,0.1,1,died
822,142819,120,0.1,1,died
823,143040,221,2.1,3,died
824,143297,257,6.1,7,died
825,143461,164,3.1,4,died
826,143556,95,1.1,2,died
827,143699,143,2.1,3,died
828,143901,202,6.1,7,died
829,144098,197,4.1,5,died
830,144262,164,3.1,4,died
831,144489,227,3.1,4,died
832,144637,148,2.1,3,died
833,144858,221,1.1,2,died
834,145040,182,4.1,5,died
835,145175,135,2.1,3,died
836,145215,40,-0.9,0,died
837,145358,143,3.1,4,died
838,145582,224,3.1,4,died
839,145814,232,7.1,8,died
840,146058,244,4.1,5,died
841,146249,191,3.1,4,died
842,146375,126,2.1,3,died
843,146432,57,0.1,1,died
844,146590,158,3.1,4,died
845,146721,131,2.1,3,died
846,146926,205,3.1,4,died
847,146962,36,0.1,1,died
848,147143,181,2.1,3,died
849,147326,183,4.1,5,died
850,147530,204,5.1,6,died
851,147718,188,5.1,6,died
852,147920,202,3.1,5,died
853,148102,182,1.1,2,died
854,148314,212,4.1,5,died
855,148545,231,4.1,6,died
856,148738,193,3.1,4,died
857,148987,249,2.1,4,died
858,149028,41,-0.9,0,died
859,149215,187,3.1,4,died
860,149463,248,2.1,3,died
861,149690,227,1.1,2,died
862,149871,181,2.1,4,died
863,150021,150,2.1,3,died
864,150188,167,3.1,4,died
865,150383,195,3.1,4,died
866,150536,153,3.1,4,died
867,150708,172,2.1,3,died
868,150927,219,3.1,4,died
869,151093,166,4.1,5,died
870,151298,205,0.1,1,died
871,151444,146,3.1,4,died
872,151613,169,3.1,4,died
873,151666,53,2.1,3,died
874,151819,153,2.1,3,died
875,151854,35,-0.9,0,died
876,152099,245,4.1,5,died
877,152293,194,2.1,3,died
878,152438,145,2.1,3,died
879,152589,151,2.1,3,died
880,152714,125,1.1,2,died
881,152813,99,2.1,3,died
882,152977,164,2.1,4,died
883,153177,200,6.1,7,died
884,153326,149,1.1,3,died
885,153540,214,5.1,6,died
886,153689,149,2.1,3,died
887,153873,184,4.1,5,died
888,154079,206,5.1,6,died
889,154257,178,5.1,6,died
890,154414,157,1.1,2,died
891,154554,140,0.1,1,died
892,154797,243,3.1,4,died
893,155183,386,5.1,6,died
894,155233,50,1.1,2,died
895,155398,165,0.1,1,died
896,155477,79,2.1,3,died
897,155637,160,3.1,4,died
898,155782,145,5.1,6,died
899,155974,192,4.1,5,died
900,156009,35,-0.9,0,died
901,156069,60,2.1,3,died
902,156220,151,5.1,6,died
903,156250,30,1.1,2,died
904,156401,151,1.1,2,died
905,156556,155,2.1,3,died
906,156721,165,4.1,5,died
907,156884,163,2.1,3,died
908,157070,186,1.1,3,died
909,157216,146,2.1,3,died
910,157358,142,3.1,4,died
911,157523,165,2.1,3,died
912,157660,137,3.1,5,died
913,157850,190,3.1,4,died
914,158039,189,2.1,3,died
915,158202,163,4.1,5,died
916,158423,221,3.1,4,died
917,158590,167,4.1,5,died
